,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Troms??,EE,LV,LT,FRE
04-01-2018,240.28,237.93,237.93,237.99,239.07,237.99,260.16,264.7,237.99,237.99,237.99,237.93,237.93,237.93,237.99,239.07,239.07,
05-01-2018,237.94,231.68,231.68,231.68,240.18,231.68,267.2,283.63,232.1,232.1,232.1,231.68,231.68,231.68,231.68,240.18,240.18,
06-01-2018,234.88,231.4,231.4,231.4,233.86,231.4,257.87,258.21,231.4,231.4,231.4,231.4,231.4,230.39,231.4,233.86,233.86,
07-01-2018,212.14,211.24,211.24,211.24,211.24,211.24,203.39,212.57,212.72,212.72,212.72,211.24,211.24,210.7,211.24,211.24,211.24,
08-01-2018,237.88,224.87,224.87,239.55,255.05,239.55,246.55,256.93,241.58,241.58,241.58,225.82,225.82,225.82,239.55,255.05,255.05,
09-01-2018,227.93,224.61,224.61,224.61,224.61,255.4,202.3,202.3,226.38,226.38,226.38,224.61,224.61,224.59,255.4,255.4,255.4,
10-01-2018,298.28,298.01,298.01,298.01,298.01,299.36,300.89,300.89,297.25,297.25,297.25,297.09,297.09,297.09,299.36,299.36,299.36,
11-01-2018,315.07,320.32,320.32,320.4,321.13,321.13,326.43,326.43,320.4,320.4,320.4,318.38,318.38,275.05,321.13,321.13,321.13,
12-01-2018,267.75,266.42,266.42,266.42,270.89,276.92,266.42,270.89,266.42,266.42,266.42,266.42,266.42,225.82,276.92,276.92,276.92,
13-01-2018,231.03,231.81,231.81,231.81,231.81,242.18,231.81,231.81,231.81,231.81,231.81,231.81,231.81,222.4,242.18,242.18,242.18,
14-01-2018,221.71,221.7,221.7,221.7,224.69,221.7,216.06,219.05,221.88,221.88,221.88,221.7,221.7,219.4,221.7,226.2,226.2,
15-01-2018,217.51,209.55,209.55,209.55,209.55,240.32,180.89,195.04,220.45,220.45,220.45,217.63,217.63,213.04,240.32,240.32,240.32,
16-01-2018,231.47,226.75,226.75,231.38,232.32,234.7,188.37,188.37,239.28,239.28,239.28,232.86,232.86,215.85,234.7,235.64,235.64,
17-01-2018,254.33,250.83,250.83,250.83,250.83,301.38,250.83,250.83,250.83,250.83,250.83,250.83,250.83,227.97,301.38,317.92,317.92,
18-01-2018,276.81,266.2,266.2,266.2,266.2,315.97,266.2,266.2,266.2,266.2,266.2,266.2,266.2,266.2,315.97,317.12,317.12,
19-01-2018,316.02,298.2,298.2,300.06,300.06,402,300.06,300.06,296.61,296.61,296.61,295.81,295.81,285.89,402,402,406.19,
20-01-2018,243.47,252.83,252.83,257.28,257.28,257.28,271.44,272.66,249.57,235.03,235.03,236.39,236.39,231.04,257.59,302.39,302.39,
21-01-2018,246.27,257.79,257.79,257.79,257.79,257.79,259.67,259.66,247.33,234.61,234.61,239.73,239.73,234.45,257.79,264.51,264.51,
22-01-2018,316.9,299.64,299.64,299.64,299.64,423.35,294.44,299.42,294.61,292.46,292.95,298.35,298.35,237.79,423.35,423.35,423.35,
23-01-2018,306.79,272.11,272.11,272.11,272.11,584.62,252.28,267.55,253.22,253.22,253.22,269.68,269.68,243.66,584.62,585.62,588.68,
24-01-2018,214.57,209.72,209.72,209.72,209.72,249.35,177.13,177.34,214.46,213.3,214.15,215.57,215.57,214.51,249.35,249.35,249.35,
25-01-2018,220.88,209.04,209.04,209.04,216.36,248.48,187.44,194.75,220.4,220.4,220.4,221.58,221.58,219.54,248.48,254.92,254.92,
26-01-2018,254,241.18,241.18,241.18,304.96,313.75,254.67,305.19,241.18,241.18,241.18,241.18,241.18,223.99,313.75,313.75,313.75,
27-01-2018,231.49,232.96,232.96,232.96,238.13,238.13,219.04,222.17,231.19,231.03,231.19,232.57,232.57,227.09,244.16,244.16,244.16,
28-01-2018,207.47,209.28,209.28,209.28,209.28,209.28,76.33,83.4,209.44,209.44,209.44,209.44,209.44,209.44,209.82,209.82,209.82,
29-01-2018,223.91,220.68,220.68,220.68,220.68,269.12,159.96,161.65,220.48,218.47,220.48,221.14,221.14,221.14,269.12,269.12,269.12,
30-01-2018,242.89,240.54,240.54,240.54,240.54,271.38,218.65,218.8,239.84,239.84,239.84,239.89,239.89,233.02,271.38,271.38,271.38,
31-01-2018,228.74,221.75,221.75,221.75,221.95,341.02,215.05,215.32,221.75,221.74,221.75,221.96,221.96,221.96,341.02,341.02,341.02,
01-02-2018,232.13,227.28,227.28,227.28,227.73,249.29,221.74,221.74,229.12,229.12,229.12,229.51,229.51,229.51,249.29,249.29,249.29,
02-02-2018,265.99,255.33,255.33,264.39,284.65,272.27,264.39,284.65,264.39,264.39,264.39,255.33,255.33,251.27,272.27,284.95,284.95,
03-02-2018,253.69,255.49,255.49,255.49,261.05,255.49,255.49,261.05,255.49,255.49,255.49,255.49,255.49,242.31,255.49,261.05,261.05,
04-02-2018,248.78,249.84,249.84,249.84,249.84,249.84,249.53,249.84,249.84,249.75,249.75,249.84,249.84,240.77,249.84,249.84,249.84,
05-02-2018,359.08,384.87,384.87,384.87,384.87,395.14,337.28,384.87,335.44,335.44,335.44,335.44,335.44,238.77,395.14,395.14,395.14,
06-02-2018,342.59,353.48,353.48,354.01,354.01,355.1,353.48,354.01,353.48,353.48,353.48,353.48,353.48,243.07,355.1,355.1,355.1,
07-02-2018,331.78,338.98,338.98,340.61,342.12,350.91,338.65,342.12,337.25,337.25,337.25,337.98,337.98,243.16,350.91,351.68,351.68,
08-02-2018,289.46,281.13,281.13,298.24,350.18,317.23,298.24,350.18,295.86,295.86,295.86,279.48,279.48,240.85,317.23,345.03,350.37,
09-02-2018,243.06,240.07,240.07,240.15,283.46,280.52,240.15,283.46,240.15,240.15,240.15,240.07,240.07,237.88,280.52,300.9,300.9,
10-02-2018,239.79,239.78,239.78,239.78,259.03,243.75,239.78,259.03,239.78,239.78,239.78,239.78,239.78,231.85,243.75,259.89,259.89,
11-02-2018,219.59,221.14,221.14,221.14,221.14,221.14,85.72,159.03,221.18,221.18,221.18,221.17,221.17,221.17,221.14,226.58,226.58,
12-02-2018,238.62,233.8,233.8,233.8,234.44,292.3,200.69,201.34,234.03,234.03,234.03,234.03,234.03,234.03,292.3,293.96,293.96,
13-02-2018,272.5,277.25,277.25,277.25,283.54,277.3,277.25,283.54,277.25,277.25,277.25,277.25,277.25,247.77,277.3,285.81,285.81,
14-02-2018,265.44,256.79,256.79,266.93,287.39,288.16,266.82,287.39,266.81,266.81,266.81,256.79,256.79,254.81,288.16,297.17,297.17,
15-02-2018,245.42,243.18,243.18,243.44,243.44,262.07,228.59,228.82,243.44,243.44,243.44,243.18,243.18,243.18,262.07,267.14,267.14,
16-02-2018,272.67,268.95,268.95,268.95,276.38,300.38,268.95,276.38,268.95,268.95,268.95,268.95,268.95,268.95,300.38,300.38,300.38,
17-02-2018,284.3,284.55,284.55,284.55,284.7,284.55,284.7,284.7,283.2,283.2,283.2,284.55,284.55,284.55,284.55,284.7,284.7,
18-02-2018,269.35,269.35,269.35,269.35,269.35,269.35,269.35,269.35,269.35,269.35,269.35,269.35,269.35,269.35,269.35,269.35,269.35,
19-02-2018,357.99,357.36,357.36,357.36,359.21,369.65,357.36,359.21,307.34,300.14,300.14,357.36,357.36,357.36,369.65,369.65,369.65,
20-02-2018,368.04,362.34,362.34,362.34,362.34,396.48,362.34,362.34,332.83,332.83,332.83,362.34,362.34,362.34,396.48,396.48,396.48,
21-02-2018,354.91,348.28,348.28,349.56,349.56,402.52,349.56,349.56,316.68,316.68,316.68,348.28,348.28,348.28,402.52,402.52,402.52,
22-02-2018,358.03,359.64,359.64,359.64,359.64,379.11,359.18,359.64,328.91,328.91,328.91,359.64,359.64,359.64,379.11,379.11,379.11,
23-02-2018,332.54,332.07,332.07,332.07,332.07,333.78,332.7,332.7,312.33,312.33,312.33,332.07,332.07,332.07,333.78,333.78,333.78,
24-02-2018,283.11,286.4,286.4,286.4,286.4,286.4,248.77,277.09,283.84,283.29,283.84,286.4,286.4,286.4,286.4,286.4,286.4,
25-02-2018,286.75,287.18,287.18,287.18,287.18,287.18,280.48,287.18,287.18,287.18,287.18,287.18,287.18,287.18,287.18,287.18,287.18,
26-02-2018,347.33,336.97,336.97,341.99,341.99,364.73,336.79,341.45,340.22,340.22,340.22,336.97,336.97,336.97,364.73,365.71,365.71,
27-02-2018,334.03,337.67,337.67,350.5,350.5,382.14,304.06,349.79,304.78,304.78,304.78,337.67,337.67,337.67,382.14,382.14,382.14,
28-02-2018,354.42,360.5,360.5,360.5,360.5,671.76,276.31,355.19,306.03,298.91,301.12,360.5,360.5,360.5,671.76,583.25,579.78,
01-03-2018,487.16,693.5,693.5,693.5,693.5,723.29,248.24,693.5,690.22,300.59,302.5,693.5,693.5,693.5,708.08,708.08,708.08,
02-03-2018,399.01,428.23,428.23,428.23,428.23,531.37,300.68,422.15,330.23,329.06,330.23,428.23,428.23,428.23,481.76,481.76,481.76,
03-03-2018,314.86,322.42,322.42,322.42,322.42,322.42,286.77,322.42,311.76,309.23,311.76,322.42,322.42,322.42,322.42,322.42,322.42,
04-03-2018,301.59,305.47,305.47,305.47,305.47,305.47,239.76,305.47,305,303.59,305,305.47,305.47,305.47,305.47,305.47,305.47,
05-03-2018,393.77,387.92,387.92,387.92,387.92,411.12,360.32,387.92,387.28,387,387.28,387.92,387.92,387.92,411.12,411.12,411.12,
06-03-2018,362.04,361.64,361.64,361.64,361.64,364.88,361.57,361.64,361.62,361.62,361.62,361.64,361.64,361.64,364.88,367.78,367.78,
07-03-2018,350.96,351.26,351.26,351.26,351.26,351.26,351.26,351.26,350.6,350.6,350.6,351.26,351.26,351.26,351.26,360.45,360.45,
08-03-2018,299.22,299.37,299.37,299.37,299.37,299.37,298.84,299.37,299.11,299.11,299.11,299.37,299.37,299.37,299.37,320.25,320.25,
09-03-2018,300,300.19,300.19,300.19,301.91,300.19,300.19,301.91,300.19,300.19,300.19,300.19,300.19,300.19,300.19,341.69,341.69,
10-03-2018,277.85,278.16,278.16,278.16,278.16,278.16,270.39,277.31,278.16,278.05,278.16,278.16,278.16,278.16,278.16,283.12,283.12,
11-03-2018,270.29,270.23,270.23,270.23,270.23,270.23,226.17,247.91,271.02,271.02,271.02,271.02,271.02,270.23,270.23,270.23,270.23,
12-03-2018,315.72,314.31,314.31,314.31,314.31,314.53,309.35,309.34,317.51,317.51,317.51,316.14,316.14,315.1,314.53,318.51,318.49,
13-03-2018,311.45,317.29,317.29,317.29,317.29,318.2,308.21,317.29,314.56,306.24,306.24,317.7,317.7,317.29,318.2,319.19,319.19,
14-03-2018,354.19,355.16,355.16,355.16,356.08,355.16,354.18,355.55,352.3,352.3,352.3,355.42,355.42,355.16,355.16,362.49,362.49,
15-03-2018,302.39,340.25,340.25,340.25,340.25,343.51,188.59,301.94,340.25,287.78,296.45,340.25,340.25,340.25,343.51,347.41,347.41,
16-03-2018,300.99,309.31,309.31,309.31,309.31,310.87,207.81,265.72,309.31,288.64,309.31,309.31,309.31,309.31,310.87,310.87,310.87,
17-03-2018,280.74,282.86,282.86,282.86,282.86,282.86,20.34,94.95,283.09,283.09,283.09,283.09,283.09,282.86,282.86,282.86,282.86,
18-03-2018,276.7,278.17,278.17,278.17,278.17,278.17,128.41,192.32,279.84,279.84,279.84,278.85,278.85,278.17,278.17,278.17,278.17,
19-03-2018,316.15,312.91,312.91,312.91,314.44,312.91,311.98,316.04,317.73,317.68,317.73,316.93,316.93,313.75,312.91,314.44,314.44,
20-03-2018,322.8,324.64,324.64,324.64,324.69,324.64,316.68,324.74,325.24,317.28,325.24,325.24,325.24,324.64,324.64,336.82,336.82,
21-03-2018,315.84,314.42,314.42,314.42,324.56,314.42,314.73,324.56,314.79,314.79,314.79,314.57,314.57,314.42,314.37,335.84,335.84,
22-03-2018,308.75,306.13,306.13,306.13,319.06,306.13,322.48,324.5,305.96,301.91,305.96,308.72,308.72,306.13,306.13,327.45,327.45,
23-03-2018,347.61,351.92,351.92,351.92,351.92,353.51,351.92,351.92,346.88,331.06,331.54,351.92,351.92,351.92,352.77,364.45,364.45,
24-03-2018,299.79,299.59,299.59,299.59,299.59,299.59,298.72,299.91,299.92,299.92,299.92,299.59,299.59,299.59,299.59,299.59,299.59,
25-03-2018,296.49,295.75,295.75,295.75,295.75,295.75,295.75,296.28,297.04,297.04,297.04,295.75,295.75,295.75,295.75,295.75,295.75,
26-03-2018,355.39,355.83,355.83,355.83,355.83,355.83,355.83,355.83,355.83,355.83,355.83,355.83,355.83,355.83,355.83,357.56,357.56,
27-03-2018,341.82,343.59,343.59,343.59,343.59,345.01,332.44,338.34,342.96,335.55,342.96,343.59,343.59,343.59,345.01,348.68,348.68,
28-03-2018,319.46,344.63,344.63,344.63,344.63,350.48,279.33,339.5,344.63,294.24,344.63,344.63,344.63,344.63,350.48,355.95,355.95,
29-03-2018,302.97,304.48,304.48,304.48,304.48,305.28,267.05,271.26,304.68,302.21,304.68,304.48,304.48,304.48,305.28,307.74,307.74,
30-03-2018,302.96,304.71,304.71,304.71,304.71,304.71,298.47,301.29,304.71,301.72,304.71,304.71,304.71,304.71,304.71,304.71,304.71,
31-03-2018,297.17,297.87,297.87,297.87,297.87,297.87,259.38,259.38,297.87,297.87,297.87,297.87,297.87,297.87,297.87,297.87,297.87,
01-04-2018,292.29,292.32,292.32,292.32,292.32,292.32,291.92,291.92,292.32,292.32,292.32,292.32,292.32,292.32,292.32,292.32,292.32,
02-04-2018,295.47,293.77,293.77,293.77,293.77,293.77,293.77,293.77,297.05,297.05,297.05,293.77,293.77,293.77,293.77,293.77,293.77,
03-04-2018,321.45,326.79,326.79,326.79,327.21,326.79,306.58,321.18,323.94,312.61,323.94,326.81,326.81,326.79,326.79,339.32,339.32,
04-04-2018,318,316.62,316.62,316.62,316.62,322.33,283.38,283.38,316.19,313.49,316.19,321.38,321.38,316.62,322.33,326.71,326.71,
05-04-2018,312.4,318.72,318.72,318.72,318.72,318.72,283.13,283.13,319.43,304.58,319.43,319.54,319.54,318.72,318.72,331.13,331.13,
06-04-2018,300.38,296.3,296.3,296.3,296.3,297.42,283.64,283.64,304.01,304.01,304.01,304.3,304.3,299.69,297.42,297.42,297.42,
07-04-2018,289.33,293.42,293.42,293.42,293.42,293.42,144.31,144.31,293.67,291.34,293.67,293.67,293.67,293.42,292.52,292.52,292.52,
08-04-2018,293.98,294.31,294.31,294.31,294.31,294.31,286.44,286.44,294.34,294.34,294.34,294.34,294.34,294.31,292.65,288.13,288.13,
09-04-2018,321.27,321.69,321.69,321.69,321.69,321.69,322.16,322.16,321.87,321.87,321.87,321.69,321.69,321.69,316.17,316.17,316.17,
10-04-2018,298.37,302.91,302.91,302.91,302.91,306.22,268.33,268.33,303.41,291.49,303.41,303.41,303.41,302.91,306.22,306.22,306.22,
11-04-2018,298.7,305.41,305.41,305.41,305.41,305.41,234.63,234.71,305.41,293.46,305.41,305.41,305.41,305.41,302.65,301.22,301.22,
12-04-2018,298.36,303.04,303.04,303.04,303.04,303.79,221.32,221.32,300.53,296.02,300.53,303.04,303.04,303.04,297.99,297.99,297.99,
13-04-2018,294.66,297.76,297.76,297.76,297.76,298.43,274.06,278.31,294.91,294.21,294.91,297.87,297.87,297.86,292.21,292.21,292.21,
14-04-2018,289.68,279.34,279.34,279.34,279.34,279.34,278,278.65,291.75,291.75,291.75,291.03,291.03,291.03,279.34,279.34,279.34,
15-04-2018,296.35,296.67,296.67,296.67,296.67,296.67,284.01,284.01,296.67,296.67,296.67,296.67,296.67,296.67,296.67,296.67,296.67,
16-04-2018,346.78,354.8,354.8,354.8,354.8,354.8,353.4,353.49,329.98,329.98,329.98,354.8,354.8,354.8,354.8,354.8,354.8,
17-04-2018,321.08,328.86,328.86,328.86,328.86,329.87,319.5,324.69,312.16,312.16,312.16,328.86,328.86,328.86,326.14,326.14,326.14,
18-04-2018,312.8,310.57,310.57,310.57,310.57,317.13,306.88,310.88,310.47,310.47,310.47,310.57,310.57,310.57,317.13,317.13,317.13,
19-04-2018,296.7,295.69,295.69,295.69,295.69,295.69,295.37,297.29,295.69,295.69,295.69,295.69,295.69,296.94,295.69,295.69,295.69,
20-04-2018,274.86,271.85,271.85,271.85,279.61,271.85,277.12,280.76,271.76,271.76,271.76,272.2,272.2,279.35,271.85,271.85,279.61,
21-04-2018,242,233.98,233.98,233.98,233.98,233.98,235.63,237.23,236.48,236.48,236.48,234.83,234.83,266.27,233.98,233.98,233.98,
22-04-2018,263.14,260.45,260.45,260.45,260.45,260.45,251.35,257.65,260.45,260.45,260.45,260.45,260.45,269.32,260.45,260.45,263.55,
23-04-2018,268.36,257.72,257.72,257.72,257.72,324.67,232.59,232.59,259.96,259.96,259.96,259.96,259.96,275.88,316.85,316.85,319.62,
24-04-2018,260.1,251.23,251.23,251.23,251.23,263.25,242.53,246.78,260.35,260.35,260.35,259.26,259.26,270.24,263.25,263.25,269.63,
25-04-2018,277.92,274.53,274.53,274.53,274.53,309.31,262.46,265.21,274.87,274.87,274.87,274.53,274.53,279.02,309.31,314.22,314.22,
26-04-2018,275.02,271.49,271.49,271.49,271.49,310.54,253.58,253.58,271.59,271.59,271.59,272.48,272.48,275.94,308.59,308.59,318.65,
27-04-2018,281.98,275.81,275.81,275.81,275.81,372.33,287.12,287.12,275.81,275.81,275.81,275.81,275.81,277.46,336.15,340.36,343.28,
28-04-2018,267.11,265.97,265.97,265.97,268.47,287.83,261.59,261.9,265.97,265.97,265.97,265.97,265.97,269.39,287.83,288.73,288.73,
29-04-2018,261.31,261.01,261.01,261.01,261.01,261.01,257.64,257.64,261.01,261.01,261.01,261.01,261.01,263.56,261.01,261.01,261.01,
30-04-2018,244.17,235.8,235.8,235.8,235.8,240.41,134.77,134.77,235.8,235.8,241.69,254.81,254.81,265.65,240.41,240.41,240.41,
01-05-2018,211.17,160.08,160.08,160.08,160.08,160.08,158.86,158.86,223.78,223.78,228.37,262,262,265.81,160.08,160.08,160.08,
02-05-2018,275.39,266.44,266.44,266.44,266.44,266.44,276.22,287.06,273.73,273.73,273.73,280.89,280.89,280.91,266.44,290.6,290.6,
03-05-2018,278.26,271.01,271.01,271.01,271.01,440.02,285.94,294.41,271.51,271.51,271.51,275.07,275.07,276.16,440.02,442.9,442.9,
04-05-2018,277.54,266.19,266.19,266.19,287.81,295.36,301.77,355,274.98,274.98,274.98,276.08,276.08,276.08,295.36,320.43,320.43,
05-05-2018,241.32,236.2,236.2,236.2,236.2,236.2,239.26,243.53,239.39,239.39,239.39,240.02,240.02,260.66,236.2,236.2,236.2,
06-05-2018,185.47,149.79,149.79,149.79,149.79,149.79,173.68,174,176.72,176.72,176.72,210.8,210.8,257.19,149.79,149.79,149.79,
07-05-2018,225.06,180.61,180.61,180.61,180.61,187.34,256.24,256.27,230.79,230.79,230.79,230.63,230.63,266.41,187.91,212.51,212.51,
08-05-2018,218.69,180.04,180.04,180.04,180.04,296.67,210.39,215.23,208.08,208.08,208.08,222.53,222.53,264.54,296.67,311.46,311.46,
09-05-2018,155.53,120.18,120.18,120.18,120.18,120.18,195.11,238.1,177.12,177.12,177.12,175.68,175.68,242.85,127.27,127.27,127.27,
10-05-2018,122.97,111.09,111.09,111.09,111.09,111.09,126.32,126.32,126.32,126.32,126.32,121.18,121.18,242.45,111.09,111.09,111.09,
11-05-2018,207.58,211.69,211.69,211.69,211.69,211.69,270.82,270.82,197.49,197.49,197.49,209.82,209.82,252.24,211.69,211.69,211.69,
12-05-2018,228.09,227.42,227.42,227.42,227.42,227.42,242.13,242.13,227.42,227.42,227.42,227.42,227.42,227.42,227.42,227.42,227.42,
13-05-2018,141.01,141.12,141.12,141.12,141.12,141.12,141.12,141.12,141.12,141.12,141.12,141.12,141.12,141.31,141.12,141.12,141.12,
14-05-2018,250.17,271.13,271.13,271.13,271.13,373.53,271.74,271.74,240.66,240.66,240.66,243.23,243.23,243.23,373.53,415.31,415.31,
15-05-2018,271.28,293.3,293.3,293.3,375.73,366.23,318.44,378.26,260.06,260.06,260.06,266.26,266.26,266.26,366.23,443.8,443.8,
16-05-2018,272.8,288.8,288.8,288.8,521,537.4,297.32,521,259.72,259.72,259.72,265.79,265.79,265.79,537.4,746.14,746.14,
17-05-2018,223.21,218.7,218.7,218.7,272.74,263.75,228.25,274.2,218.7,218.7,218.7,237.26,237.26,237.26,263.75,504.94,504.94,
18-05-2018,257.48,234.2,234.2,234.2,243.87,286.77,264.25,259.67,234.2,234.2,234.2,275.21,275.21,275.21,286.77,325.65,325.65,
19-05-2018,261.56,260.63,260.63,260.63,260.63,260.63,278.93,268.49,260.63,260.63,260.63,260.63,260.63,260.63,260.63,291.77,291.77,
20-05-2018,189.96,189.89,189.89,189.89,189.89,189.89,189.09,189.89,189.96,189.96,189.96,189.96,189.96,189.96,189.89,261.88,261.88,
21-05-2018,215.14,205.07,205.07,205.07,205.07,273.64,205.07,205.07,227.53,227.53,227.53,217.68,217.68,217.68,273.64,337.09,337.09,
22-05-2018,291.85,283.47,283.47,283.47,393.44,412.25,326.58,397.44,283.47,283.47,283.47,283.47,283.47,283.47,412.25,462.14,462.14,
23-05-2018,299.91,295.26,295.26,295.26,422.73,380.86,318.71,425.89,295.26,295.44,295.26,295.26,295.26,295.26,380.86,432.52,432.52,
24-05-2018,300.44,301.42,301.42,301.42,359.42,376.13,302.18,359.42,288.94,288.94,288.94,299.31,299.31,299.31,376.13,396.14,396.14,
25-05-2018,299.9,303.85,303.85,303.85,303.85,358.84,303.85,303.85,291.96,292.44,291.61,298.14,298.14,298.14,358.84,389.21,389.21,
26-05-2018,290.15,290.09,290.09,290.09,290.09,290.09,291.13,291.64,290.09,290.09,290.09,290.09,290.09,290.09,290.09,309.98,309.98,
27-05-2018,281.59,281.6,281.6,281.6,281.6,281.6,280.93,282.82,281.6,281.6,281.6,281.6,281.6,281.6,281.6,290.41,290.41,
28-05-2018,307.15,327.42,327.42,328.8,328.8,370.2,326.38,330.09,295.84,295.84,295.84,308.15,308.15,308.15,370.2,377.23,377.23,
29-05-2018,309.47,311.5,311.5,323.01,323.01,323.22,322.68,323.01,308.05,308.05,300.06,313.81,313.81,313.81,323.22,381.74,381.74,
30-05-2018,314.91,340.47,340.47,340.47,340.47,351.51,342,343.07,304.91,304.91,304.91,320.37,320.37,320.37,351.51,399.95,399.95,
31-05-2018,319.91,327.37,327.37,327.37,327.76,379.87,325.12,329.77,315.45,315.45,313.36,324.68,324.68,324.68,379.87,380.45,380.45,
01-06-2018,328.78,342.19,342.19,342.19,406.56,380.18,401.21,418.82,319.01,319.01,316.43,335.27,335.27,335.27,380.18,421.64,421.64,
02-06-2018,314.19,320.42,320.42,320.42,323.85,320.42,318.87,325.54,311.77,311.77,311.77,320.42,320.42,320.42,320.42,358.24,358.24,
03-06-2018,315.18,315.17,315.17,315.17,315.17,315.17,312.69,317.01,315.17,315.17,315.17,315.17,315.17,315.17,315.17,320.39,320.39,
04-06-2018,317.96,317.23,317.23,317.23,317.43,335.94,315.35,317.43,317.34,317.34,317.34,325.76,325.76,325.76,389.7,395.28,395.28,
05-06-2018,337.78,336.72,336.72,336.72,350.94,374.16,354.95,354.95,336.72,336.72,336.72,336.72,336.72,336.72,402.25,402.25,402.25,
06-06-2018,349.57,345.1,345.1,345.1,364.99,413.18,370.59,373.66,345.1,345.1,345.1,345.87,345.87,345.87,418.14,418.14,418.14,
07-06-2018,355.18,349.81,349.81,349.81,371.53,409.07,372.21,375.38,349.81,349.81,349.81,353.4,353.4,353.4,412.4,412.48,412.48,
08-06-2018,363,359.41,359.41,359.41,371.79,435.29,372.22,374.91,357.35,357.35,356.5,359.41,359.41,354.44,436.35,436.35,433.69,
09-06-2018,343.64,344.38,344.38,344.38,344.38,392.9,341.93,344.55,341.8,341.8,341.8,344.38,344.38,344.38,392.9,392.9,392.9,
10-06-2018,342.21,343.15,343.15,343.15,343.15,343.15,344.06,344.7,342.52,342.52,342.52,343.15,343.15,343.15,343.15,343.15,343.15,
11-06-2018,346.94,348.03,348.03,348.03,390.99,377.2,342.15,450.82,345.95,345.95,345.95,348.03,348.03,348.03,377.2,398.62,398.62,
12-06-2018,348.67,348.15,348.15,348.15,425.02,348.15,371.61,704.82,344.2,344.2,344.2,348.15,348.15,350.42,348.15,391.34,425.29,
13-06-2018,358.69,374.56,374.56,374.56,400.19,415.37,369.54,400.19,348.49,348.49,348.49,352.68,352.68,352.68,415.37,421.45,421.45,
14-06-2018,346.46,346.28,346.28,346.28,358.46,407.17,343.62,358.46,344.61,344.61,344.61,346.28,346.28,347.63,407.17,420.47,420.47,
15-06-2018,333.41,332.3,332.3,332.3,367.52,345.71,368.39,370.78,332.3,332.3,332.3,332.3,332.3,337.69,345.71,392.17,392.17,
16-06-2018,328.1,330.33,330.33,330.33,330.33,330.33,330.06,330.4,324.98,324.98,324.98,330.27,330.27,330.27,330.33,380.51,380.51,
17-06-2018,321.73,324.38,324.38,324.38,324.38,324.85,247.83,324.78,318.4,318.4,318.4,324.38,324.38,324.38,324.85,325.37,325.37,
18-06-2018,328.15,326.94,326.94,326.94,333.77,358.84,327.74,334.18,326.94,326.94,326.94,326.94,326.94,326.94,358.84,396.02,396.02,
19-06-2018,315.77,305.08,305.08,305.08,308.95,318.25,314.6,314.81,314.22,314.22,314.22,328.21,328.21,328.21,318.25,359.28,359.28,
20-06-2018,320,316.99,316.99,316.99,323.97,318.14,326.27,325.15,320.12,320.12,320.12,325.64,325.64,325.64,318.14,384.16,384.16,
21-06-2018,317.46,303.82,303.82,303.82,307.17,356.22,262.27,307.17,315.72,315.72,314.33,327.16,327.16,327.16,356.22,362.88,362.88,
22-06-2018,301.14,229.99,229.99,229.99,229.99,236.79,185.97,225.93,308.62,308.62,308.62,326.51,326.51,326.34,264.94,290.6,290.6,
23-06-2018,298.98,254.88,254.88,254.88,254.88,254.88,185.55,254.88,304.43,304.43,304.43,313.83,313.83,313.84,275.34,278.39,278.39,
24-06-2018,316.04,313.24,313.24,313.24,313.24,313.24,313.24,313.24,315.87,315.87,315.87,320.19,320.19,320.19,313.24,313.24,313.24,
25-06-2018,338,334.64,334.64,334.64,394.25,372.22,345.35,394.61,336.87,336.87,335.44,336.85,336.85,335.45,372.22,411.57,411.57,
26-06-2018,345.41,346.41,346.41,346.41,389.25,366.18,465.56,466.34,341.6,341.6,341.6,346.61,346.61,346.61,366.18,403.05,403.05,
27-06-2018,349.65,347.25,347.25,347.25,422.27,348.51,399.2,422.92,347.99,347.99,344.99,347.99,347.99,347.99,348.51,425.02,425.02,
28-06-2018,346.43,346.11,346.11,346.11,351.69,353.38,348.39,352.05,346.88,346.47,341.56,346.94,346.94,346.12,353.38,390.22,390.22,
29-06-2018,340.01,333.56,333.56,333.56,337.45,333.56,338.63,339.75,345.17,345.17,345.17,346.95,346.95,340.67,333.56,388.93,388.93,
30-06-2018,342.33,341.34,341.34,341.34,341.34,341.34,340.96,341.47,344.91,344.91,344.91,344.03,344.03,338.98,341.34,341.34,341.34,
01-07-2018,338.98,339.61,339.61,339.61,339.61,339.61,339.93,339.93,339.93,339.93,339.93,341.51,341.51,340.25,339.61,339.61,339.47,
02-07-2018,369.09,375.57,375.57,375.57,377.11,375.71,378.53,380.39,375.59,368.08,368.08,374.15,374.15,357.23,375.71,377.46,377.46,
03-07-2018,376.49,383.35,383.35,383.35,391.58,391.95,389.08,394,383.35,372.4,372.4,382.47,382.47,360.25,391.95,406.12,406.12,
04-07-2018,379.84,397.77,397.77,397.77,398.81,399.91,401.45,401.93,399.74,377.24,376.68,397.77,397.77,362.82,399.91,422.14,422.14,
05-07-2018,384.64,410.09,410.09,410.09,410.09,411.89,399.14,410.48,410.09,380.43,380.43,409.55,409.55,372.38,411.89,413.41,413.41,
